#mass_C
#t,x,y
0.000000000E0,3.227442915E-5,-2.287458283E-5
3.000000000E1,2.899503544E-5,-1.966012762E-5
6.000000000E1,2.860540451E-5,-1.612097995E-5
9.000000000E1,3.539147663E-5,-2.582928409E-5
1.200000000E2,2.860540451E-5,-2.703064615E-5
1.500000000E2,3.016392825E-5,-1.651061089E-5
1.800000000E2,2.779367339E-5,-1.440010999E-5
2.100000000E2,2.126735523E-5,-1.550406431E-5
2.400000000E2,3.058602843E-5,-1.125059326E-5
2.700000000E2,3.698246962E-5,-1.144540873E-5
3.000000000E2,3.344332196E-5,-2.321550990E-6
3.300000000E2,3.396282987E-5,-7.971199554E-6
3.600000000E2,3.526159966E-5,-1.219220135E-5
3.900000000E2,3.068343617E-5,-1.547159506E-5
4.200000000E2,2.363761008E-5,-1.397800981E-5
4.500000000E2,2.389736404E-5,-1.164022420E-5
4.800000000E2,2.893009696E-5,-1.147787797E-5
5.100000000E2,3.532653815E-5,-4.594398114E-6
5.400000000E2,3.613826926E-5,-4.172297934E-6
5.700000000E2,2.860540451E-5,1.136423562E-7
6.000000000E2,2.630008814E-5,2.418958724E-6
6.300000000E2,2.316930742E-5,9.174942649E-6
6.600000000E2,2.595271699E-5,1.373664166E-5
6.900000000E2,2.401979368E-5,1.412322632E-5
7.200000000E2,2.590117236E-5,1.146867831E-5
7.500000000E2,1.450981099E-5,8.066733284E-6
7.800000000E2,1.543761418E-5,1.131404445E-5
8.100000000E2,1.809216219E-5,7.035840851E-6
8.400000000E2,1.971822184E-5,-6.196114072E-7
8.700000000E2,2.919463160E-5,5.175577637E-6
9.000000000E2,2.901239295E-5,7.945605104E-6
9.300000000E2,2.966845209E-5,1.137169171E-5
9.600000000E2,3.360480691E-5,1.603700113E-6
9.900000000E2,3.305809096E-5,3.972802552E-6
1.020000000E3,3.393283648E-5,1.144458717E-5
1.050000000E3,3.378704556E-5,2.062941509E-5
1.080000000E3,3.276650912E-5,1.829676038E-5
1.110000000E3,3.491692518E-5,1.348566004E-5
1.140000000E3,3.050674987E-5,7.982052834E-6
1.170000000E3,3.714023670E-5,-3.644772984E-7
1.200000000E3,3.684865486E-5,3.134504766E-6
