#mass_B
#t,x,y
0.000000000E0,2.126735523E-5,-2.462792204E-5
3.000000000E1,8.409534356E-6,-2.222519794E-5
6.000000000E1,7.078295327E-6,-2.868657762E-5
9.000000000E1,1.159152033E-5,-2.612150730E-5
1.200000000E2,1.623462231E-5,-2.774496953E-5
1.500000000E2,6.428910435E-6,-2.673842294E-5
1.800000000E2,8.766696047E-6,-2.414088337E-5
2.100000000E2,1.311757483E-5,-2.560199938E-5
2.400000000E2,1.269547465E-5,-2.917361629E-5
2.700000000E2,8.377065112E-6,-2.586175334E-5
3.000000000E2,1.071485072E-5,-2.884892384E-5
3.300000000E2,1.720869965E-5,-2.667348445E-5
3.600000000E2,1.071485072E-5,-1.901074272E-5
3.900000000E2,1.224090522E-5,-1.800419614E-5
4.200000000E2,1.324745180E-5,-9.951823476E-6
4.500000000E2,1.214349749E-5,-5.503536963E-6
4.800000000E2,9.675834897E-6,-3.587851530E-6
5.100000000E2,2.370254857E-6,-3.165751350E-6
5.400000000E2,2.694947303E-6,3.620320775E-6
5.700000000E2,2.272847123E-7,1.258183229E-5
6.000000000E2,2.337785613E-6,1.534171808E-5
6.300000000E2,2.857293526E-6,2.102383589E-5
6.600000000E2,8.149780399E-6,2.043938949E-5
6.900000000E2,7.143233816E-6,1.719246503E-5
7.200000000E2,6.915949104E-6,1.949778139E-5
7.500000000E2,3.733963131E-6,2.245248265E-5
7.800000000E2,4.448286513E-6,2.017963553E-5
8.100000000E2,8.279657378E-6,1.784184992E-5
8.400000000E2,8.993980760E-6,2.180309776E-5
8.700000000E2,5.000263671E-6,2.427076035E-5
9.000000000E2,-4.221001800E-6,2.086148967E-5
